appid,genres
793490,Action;Casual;Indie;Massively Multiplayer;RPG;Simulation;Strategy;Free To Play
793560,Action;Indie;Simulation;Strategy;Early Access
793830,Action;Adventure;Indie
7940,Action
794050,Massively Multiplayer;Racing;Simulation;Sports
794190,Casual;Indie;Simulation;Sports
794260,RPG
794270,Action;Adventure;Indie;RPG
794300,Action;Adventure;Indie;RPG
794480,Action;Adventure;Indie
792640,
794490,Action;Adventure;Casual;Indie;RPG;Simulation
794540,Adventure;Indie;RPG
794550,Action;Indie
794570,Sports
794580,Action
794600,Action;Free To Play
794650,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy
794740,Adventure
794760,Action;Indie
794800,Casual;Strategy
794860,Racing;Simulation;Sports
794940,Casual;Indie;Strategy
794950,Indie;RPG
794960,Adventure;Indie
795040,Indie
795100,Casual;Free To Play;Indie;Strategy
795160,Casual
795420,Adventure;Casual;Indie
795510,Action
795580,Action;Free To Play;Early Access
795760,Action
795990,Indie;Massively Multiplayer;RPG;Simulation
796130,Adventure;Indie;Simulation
796330,Action;Adventure
796350,Adventure;Indie;Simulation
796440,Action;Indie
796620,Action;Adventure;Indie;RPG
796710,Action;Indie
796790,Adventure;Casual;Indie;Simulation
796860,Action;Adventure;Casual;Indie;RPG;Simulation;Early Access
796900,Action;Casual;Indie;Simulation
796910,Sexual Content;Violent;Adventure;Free To Play;Indie
794690,
796940,
797060,
797390,
797400,
797410,Action;Casual;Indie;Sports
797430,Casual;Free To Play;Massively Multiplayer;Simulation;Strategy
798140,Action;Casual;Indie;Racing;Early Access
798280,Action;Adventure;Free To Play;Indie;Simulation;Strategy
797470,
798420,Action;Casual;Massively Multiplayer;Simulation;Sports;Free To Play
798460,Action;Adventure;RPG
798490,Indie;Strategy
798510,Strategy
798590,Action;Adventure;Casual;Indie;Simulation
798610,Casual;Indie
798810,Simulation;Utilities
798840,Casual;Indie;Simulation
799070,Casual;Indie
799120,Action;Casual;Simulation
799240,Casual;Simulation;Free To Play
799500,Action;Adventure;Casual;Indie
799510,Action;Adventure;Indie
798380,
799600,Simulation;Strategy;Early Access
799610,Action;Indie
799640,Action;Adventure;Indie;RPG
799800,Casual;Indie
799860,Adventure;Free To Play;Simulation
799870,Adventure;Indie;RPG;Strategy
799890,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy
799960,Adventure;Casual;Massively Multiplayer;RPG;Strategy;Free To Play
80,Action
8000,Action;Adventure
800030,Adventure;Indie;RPG
800120,Casual;Indie
800180,Adventure;Casual
799520,
800270,Strategy
800310,Action;Adventure;Casual;Indie;Strategy
800320,Action;Casual;Indie
800330,Action;Casual;Indie
800490,Adventure;Indie;Simulation
800600,Adventure;Indie;RPG
800620,Adventure;Indie;RPG
801060,Casual;Indie;Simulation
801260,Adventure;Indie
801290,Action;Adventure;Indie
800230,
801480,Adventure;Indie
801500,Casual;Indie;Simulation
801600,Action;Adventure;Indie;RPG
801630,Action
801780,Action;Casual;Indie;Simulation
801320,
802200,Action;Indie;Free To Play
802260,Action;Indie;Early Access
802360,Adventure;Casual;RPG
802730,Casual;Indie;Simulation
801990,
802870,Adventure
802880,Adventure;Casual
802890,Adventure;Casual
802900,Adventure;Indie
803030,Casual;Free To Play;Indie
803050,Indie;Simulation;Strategy
803080,Action;Casual
80310,Adventure;Indie
803140,Free To Play;Early Access
803150,Adventure;Casual
80330,Adventure;Indie
803330,Action;Adventure
80340,Adventure;Indie
80350,Adventure;Indie
80360,Adventure;Indie
803600,RPG;Strategy
803720,RPG;Strategy
803800,Action;Casual;Indie;Massively Multiplayer;Strategy
803890,Action;Casual;Simulation
803980,Adventure;Indie;Simulation
804010,Adventure;RPG
804120,Casual;Indie
804210,Action;Adventure;Indie
804270,Action;Free To Play;Indie
804320,Movie;Short
804440,Action;Casual;Indie;Simulation
804490,Action;Indie;Simulation;Sports
804600,Casual
804700,Adventure
804730,Indie;Strategy
804780,Simulation
804850,Indie;Strategy
805270,Action;Adventure;Indie;Massively Multiplayer;Simulation
805360,Action;Casual
805500,Adventure;Casual;Indie
805550,Racing;Simulation;Sports
805590,Action;Adventure;Indie
805610,Action
805660,Action;Adventure;Indie
805850,Action;Free To Play;Massively Multiplayer;Racing;Sports;Strategy
805880,Action;Casual
805940,Action;Adventure;Indie;Massively Multiplayer;RPG
802810,
806140,Action;Casual;Indie;Sports
806470,Casual;Indie;Sports
806510,Casual;Free To Play;Indie
806610,Action;Casual
806950,Action;Adventure;Indie;Simulation;Strategy
807120,Indie;RPG;Strategy
807920,
8080,Action
808080,Action;Casual;Indie;Racing;Simulation;Sports
808090,Adventure;Indie;Simulation
808100,Simulation
808290,Action;Adventure;Massively Multiplayer;RPG;Free To Play
808770,Adventure;RPG
808910,Action;Racing
809000,Adventure
809020,Action;Indie
809050,Adventure;Casual;Indie
809140,Indie;Simulation;Strategy
809220,Action;Casual;Indie;Simulation
809250,Action;Adventure;Free To Play;Indie
809230,Indie;Simulation;Strategy
809280,Simulation;Strategy
809320,Casual;Indie
809440,Indie;Strategy
809500,Action;Indie
809540,Action;Indie;Strategy
809580,Action;Indie;Massively Multiplayer;Early Access
809720,Casual;Indie;Simulation;Strategy
809770,Casual;Indie;Simulation
809800,Adventure;Casual;Indie
809880,Adventure;Casual;Indie
809890,Adventure;RPG
809960,Action;Adventure;Free To Play;Indie;Massively Multiplayer;Early Access
810060,Action;Casual;Indie
810500,Action;Casual;Indie;Sports
810660,Adventure;Indie
810670,Adventure;Casual;Indie;RPG;Strategy
811320,Indie;RPG;Strategy
811450,Adventure;Indie
811550,Action;Adventure;Simulation
811880,Simulation;Strategy
811890,Adventure;Casual;Indie
812040,Action;Adventure;Indie;Simulation;Strategy
812070,Action;Adventure;Indie
812100,Adventure;Casual
812140,Action;Adventure;RPG
812170,Action;Adventure;Casual;Indie;Strategy
812410,Casual;Indie;Simulation
812440,Action;Indie;Free To Play
812450,Casual;Indie
812550,Action;Indie
812560,Adventure;Casual;Simulation
812810,Casual;Indie;Simulation;Free To Play
812840,Adventure
812860,Action;Casual;Indie
812940,Action;Indie
813110,Adventure;Indie;RPG;Simulation;Strategy
813540,Adventure;Casual;Indie
813630,Action;Adventure;Indie;RPG
813650,Casual;Indie
813700,Simulation
813780,Strategy
813820,Action;Free To Play;Early Access
8140,Action;Adventure
814000,Action;Adventure;Casual;RPG
814030,Adventure;Casual
814200,Adventure
814360,Adventure;Indie
814370,Action;Adventure;Indie;RPG;Strategy
814380,Action;Adventure
814480,Adventure;Casual;Massively Multiplayer;Simulation;Free To Play
814530,Indie;Strategy
814540,Adventure;Indie;RPG
814680,Adventure;Indie
814740,Action;Adventure;Casual;Indie;Simulation;Strategy;Early Access
815210,Adventure;Casual;Indie;RPG;Simulation;Early Access
815370,Action;Adventure;Indie;Simulation
815450,Casual;Indie
815780,Indie;Simulation;Sports
815940,Action;Free To Play
815950,Adventure;Casual;Indie;Simulation;Strategy
816080,Adventure;Indie;RPG
816090,Action;Adventure
816190,Casual;Indie
816210,Action;Casual;Indie;Strategy;Free To Play
816250,Casual;Indie
816270,Casual;Indie
816330,Action;Adventure;Indie
816340,Indie;Strategy
816350,Adventure;Casual;Indie;Free To Play
816430,Action;Casual;Indie;Simulation;Strategy
816490,Casual;Indie
816590,Massively Multiplayer;Racing;Strategy
816710,Adventure;Indie
816990,Action;Adventure;Indie
8170,Action;Strategy
817020,Action;Indie
817160,Action;Casual;Indie;Strategy
817460,Action;RPG
812800,
817490,
817510,
817660,
817680,
817770,Casual;Indie
817840,Indie;Simulation
818320,Action;Adventure
818380,Action;Casual;Indie;Sports
818440,Adventure;Casual;Indie
818530,Adventure;Indie
818760,Casual;Indie
818860,Adventure
818940,Casual;Indie
8190,Action;Adventure
819020,RPG
819030,Adventure
819230,Sexual Content;Nudity;Casual;Indie
819630,Casual;Indie;Sports
819650,Casual;Indie;Simulation
819950,Action;Adventure;Casual;Indie
820020,Adventure;Indie;RPG;Strategy
820030,Adventure;Casual;Indie
820520,Action;Indie;Strategy
820540,Action;Indie
820630,Action
820900,Adventure;Indie
820910,Casual;Indie;Strategy
821060,Animation & Modeling;Software Training;Utilities;Early Access
821250,Indie;Simulation;Strategy;Early Access
821520,Action;Casual;Indie;Simulation;Strategy
821560,Action;Adventure;Indie;RPG
821640,Action;Casual;Indie;Sports
821790,Adventure;Indie;Simulation
821800,Simulation
821820,Casual;RPG;Simulation
821880,Indie;Simulation;Strategy
821890,Action;Adventure;Indie;RPG
822070,Violent;Gore;Action;Adventure;Indie
822240,Adventure;Casual;Massively Multiplayer;Simulation
817760,
822460,Action;Casual;Strategy
822530,Action;Adventure;Casual;Indie
822760,Adventure;Casual;Simulation
822800,Action;Indie
822840,Violent;Gore;Action;Adventure;RPG;Simulation;Strategy;Early Access
822930,Casual;Indie
822990,Indie;Simulation;Strategy
823130,Action;Indie;Free To Play
823160,Indie
823500,Action;Adventure;Indie;Simulation
823550,Casual;Indie;RPG;Simulation;Strategy;Free To Play
823580,Adventure;Indie
823610,Adventure;Indie;RPG;Strategy
823840,Adventure;Indie
823910,Indie;Strategy
823940,Action;Adventure;Indie;Massively Multiplayer;Simulation;Early Access
823950,Action;Adventure;Indie;RPG;Simulation
824000,Adventure;Casual;Indie;RPG;Simulation
824070,Action;Adventure;Indie;RPG;Simulation;Strategy
824190,Adventure;Casual;Indie;Simulation;Strategy
824270,Action;Indie;Simulation
824280,Casual;Racing;Sports
824550,Action;RPG
824580,Action;Indie;Strategy
824600,Action;Indie
824720,Simulation
824760,Adventure;Indie;RPG
824830,Indie
824850,Adventure;Casual;Indie
825300,Simulation
825310,Action;Adventure;Indie;Racing;Simulation
825380,Massively Multiplayer
825430,
825630,Adventure
825730,Strategy
822380,
826000,Action;Indie
826010,Casual;Indie
826030,Casual;Indie;Early Access
826050,Casual
826160,Casual;Indie
826230,Action;Adventure;Casual;Indie;Simulation
826480,Free To Play
826540,Action;Indie
826600,Indie;RPG;Strategy
826630,Strategy
826940,Action;Adventure;Indie
827000,Strategy
827050,Strategy
827100,Adventure;Casual
827290,Adventure;Indie
827560,Action;Indie;RPG;Early Access
827640,Casual
827920,Casual;Indie
828050,Adventure;Indie
828070,Adventure;Indie;RPG
828230,Adventure;Casual;Indie;RPG
828550,Action;Casual;Indie;Simulation
828580,Casual;Indie
828740,Adventure;Indie
828900,Adventure;Indie
828910,Adventure;Casual;Indie;Simulation;Strategy
828950,Adventure;Casual;Indie
829110,Action;Adventure
829260,Action;Indie
829280,Action;Adventure;Casual;Indie
829420,Casual;Indie;RPG;Simulation;Strategy;Free To Play
825930,
829590,Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Strategy
829660,Casual;Indie;Simulation;Strategy
829780,Casual;Indie
830370,Action;Adventure;Indie;RPG
830640,
830820,Action;Indie
830980,Casual;Indie;Simulation
8310,Adventure
831050,Action;Adventure;Indie;RPG
831060,Adventure;Casual;Indie
831470,Casual;Indie;Simulation
831560,Action
831660,Adventure
831720,Casual;Indie
831950,Adventure;Indie;RPG;Strategy
832320,Action;Indie;Strategy
832360,Casual;Indie;Simulation;Strategy;Early Access
832540,Adventure
832770,Indie;RPG;Strategy
8330,Casual
833040,Adventure;Indie;RPG;Simulation
833140,Action;Casual;Indie
833300,Action;Adventure;Indie;RPG;Strategy
833360,Action;Indie;RPG
833370,Casual;Indie;Strategy
833380,Action;Indie;Massively Multiplayer;RPG;Simulation;Early Access
833910,Action;Casual;Indie
833990,Adventure;Indie
834150,Adventure;Indie
834180,Casual;Indie;Simulation
834280,Casual;Simulation;Sports
834380,Action;Casual;Indie
834390,Adventure;Casual
834530,Action;Adventure;RPG
834740,Casual;Indie;Strategy
829540,
834760,Action;Indie
834800,Action;Strategy
834910,Action;Adventure;Massively Multiplayer;RPG;Early Access
835040,Sexual Content;Casual;Indie
835430,Action;Adventure;Indie
835520,Casual;Indie
835570,Action;Massively Multiplayer;RPG;Strategy;Free To Play
835650,Indie;Simulation;Strategy
835700,Adventure;Casual
835860,Action;Massively Multiplayer
836450,Indie
836480,Casual;Simulation;Strategy
836490,Indie;RPG
836600,Adventure
836640,Indie
836940,Adventure;Free To Play;Simulation
837200,Adventure;Indie;RPG
837380,Utilities;Video Production
837390,Indie;Simulation
837400,Indie;RPG;Simulation;Strategy
837440,Casual;Indie;Strategy
837470,Action;Indie
837510,Action;Casual;Design & Illustration;Education;Utilities;Web Publishing;Game Development
837550,Action;Adventure;Casual;Indie
837590,Violent;Action
837610,Sexual Content;Adventure;RPG;Strategy
837880,Action;Indie;Racing;Sports
837900,Casual;Indie;Simulation
838050,Adventure;Indie;RPG
838110,Action;Adventure;Indie
838310,Action
838330,Action;Adventure;Massively Multiplayer;RPG
838340,Casual;Indie
838350,Adventure;Casual;Indie;RPG;Strategy;Early Access
838410,Casual;Indie;RPG;Simulation;Strategy;Early Access
838620,Casual;Indie;Simulation
838380,Action
838630,Adventure;Indie;Simulation
838940,Adventure;Indie
839020,Adventure;Casual;Indie
839080,Action;Casual;Indie
839300,Indie;Sports
839310,Indie;Simulation
839430,Action;Adventure;Indie
839450,Adventure
839560,Free To Play;Indie
839500,Action;Indie;RPG;Strategy
839630,Action;Adventure;Casual;Indie;RPG;Simulation
839670,Adventure;Casual;Indie
839770,RPG;Strategy
839870,Adventure;Casual;Indie;Simulation
839910,Casual;Free To Play;Indie;Strategy
840010,Adventure;Indie;RPG;Simulation
840130,Action;Adventure;Indie;Massively Multiplayer;Strategy;Early Access
840140,Action;Adventure;Massively Multiplayer;RPG
840210,Adventure;RPG
840230,Action;Casual;Indie;Simulation
840240,Casual
840260,Action;Adventure;Casual;Indie;Massively Multiplayer;Racing;RPG;Strategy
840390,
840500,
840700,
840610,
840720,RPG
840710,Action;Casual;Simulation
840800,Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Strategy;Early Access
841140,Action;Adventure;Casual;Indie
841190,Casual;Indie;Simulation;Strategy
841210,Action;Adventure;Casual;Indie;RPG;Simulation
841350,Adventure;Casual;Indie;RPG;Strategy
841770,RPG
842100,Action;Adventure;Indie
842130,Adventure;Indie;Simulation
842150,Casual;Free To Play;Indie;Simulation
842180,Action;Adventure;Casual;Indie;RPG;Simulation
842250,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy
842350,Adventure
842560,Action;Casual;Indie
842780,Indie;Simulation;Strategy;Early Access
842810,Adventure;Indie;RPG
842910,Action;Adventure;Indie
843190,Action;Casual;Indie
843260,RPG
843380,Action;Adventure;Casual;Indie;Massively Multiplayer;Free To Play
843390,Action;Adventure;Indie
843720,Action;Adventure;RPG;Early Access
843730,Action;Indie;Early Access
843780,Casual;Indie;Simulation
843810,Adventure;Indie;RPG;Simulation;Strategy
844040,Action;Racing;Simulation;Sports
844050,Action;Indie;Racing;RPG;Simulation
844140,Action;Casual;Simulation
844210,Casual;Early Access
844260,Action;Adventure;Indie;Racing;RPG
844350,Casual;Indie;Strategy
844590,Simulation
844610,Casual;Indie
844660,Casual;Indie
844670,Casual
844750,Indie;Racing;Simulation;Sports
844850,Action;Adventure;Casual;Indie;RPG
844920,Adventure;Casual;Indie
844870,Action;Free To Play;Early Access
844950,Adventure;Indie;RPG
844930,Adventure;Casual;Indie;RPG
844980,Casual;Indie;Strategy
845070,Adventure;Free To Play
845350,Casual;Indie
845730,Casual;Indie;Sports
845890,Action;Strategy
845880,Action;RPG
846010,Violent;Gore;Action;Adventure;Casual;Indie
846030,Action;Indie;Simulation
846110,Action;Adventure;Indie;RPG
846200,Adventure;Indie;RPG;Strategy
846470,Action;Adventure;Casual;Indie
846660,Adventure;Casual;Indie;RPG;Simulation
846730,Simulation;Sports
846770,Action;Adventure;Indie;RPG;Simulation
846800,Action;Casual;Indie
846870,Adventure;Indie
847360,Action;Adventure
847370,Action;Adventure
847530,Action;Casual;Indie;Sports
847560,Action;Adventure;Indie;RPG
847680,Casual
848030,Casual;Indie;RPG;Strategy
848060,Action;Indie
848010,
848280,
848350,Action;Casual
848450,Adventure;Indie
848480,Action;Casual;Indie;Simulation;Strategy
848500,Action
848530,Adventure;Casual;Indie
848550,Adventure;Casual;Indie
848700,Free To Play
849100,Action;Adventure;Casual;Indie;Racing;Simulation
849320,Casual;Indie
849560,Adventure;Indie;RPG
849620,Action;Casual;Simulation;Strategy
849680,Action;Indie
849740,Indie;RPG;Simulation
849790,Indie;Strategy
8500,Action;Massively Multiplayer;RPG;Strategy;Free To Play
850000,Adventure;Indie;RPG
850050,Casual
850170,Action;Strategy;Free To Play
850290,Simulation;Strategy
850320,Adventure;Casual;Indie
850450,Adventure;Casual;Indie
848310,
850820,Adventure;Casual;Indie;RPG
850980,Action
851050,Action;Adventure;Indie
851100,Action;Adventure;Indie
851180,Action;Adventure;Indie
851200,Casual;Indie
851280,Action;Adventure;Indie
851520,Action;Casual;Simulation;Strategy
851670,Casual;Indie
851710,Action;Casual;Simulation;Strategy
851730,Casual;Indie
851800,Action;Adventure;Casual;Indie;RPG;Early Access
851850,Action;RPG
851880,Adventure;Indie
851890,Action;Adventure
852110,Casual;Indie
852220,Indie;Simulation
852480,Casual
852910,Adventure
853050,Adventure;Indie;Strategy
853060,Action;Adventure;Indie
850630,
853220,Adventure;Indie;Strategy
853240,Action;Indie
853110,
853500,Adventure;Casual;Indie
853550,Casual;Indie;Simulation
853580,Action;Adventure;Casual;Indie
853380,
853620,Casual;Indie
853770,Action;Indie;Early Access
853860,Adventure;Casual;Indie;Simulation;Strategy
854160,Adventure;Indie
854570,Adventure;Indie
854870,Adventure;Indie
854860,Adventure;Casual;Indie;Strategy;Early Access
855190,Adventure;Indie
855320,Adventure;Casual;Indie
855550,Simulation;Strategy
855630,Adventure;Indie
855640,Adventure;Casual;Indie
855740,Action;Adventure;Indie;Simulation
855860,Action;Indie
856130,Action;Adventure;Indie;RPG;Simulation;Sports;Strategy
856370,Casual;Indie;RPG
856400,
856440,
856490,Indie;Simulation
856610,Action;Indie
856880,Indie;RPG;Free To Play
856980,Indie
856990,Indie;RPG;Strategy
857010,Action;Adventure;Casual;Indie
857050,Casual;Simulation;Sports
857060,Casual;Indie
857080,Adventure;Casual;Indie
857140,Action;Casual;Indie
857320,Animation & Modeling;Design & Illustration;Education;Game Development
857350,Animation & Modeling;Design & Illustration
857370,Action;Casual;Indie;Strategy
857450,Adventure;Casual
857500,Action;Indie
857510,Casual;Indie
857520,Racing
857680,Simulation;Strategy
857690,Adventure;Casual;Indie;Simulation
857710,Action;Indie
857940,Action;Casual;Indie
857980,Action;Strategy
858060,Action;Adventure;Casual;Free To Play;Indie;RPG;Strategy
858210,Action;Indie
858260,Action;Adventure;Indie
858420,Action;Casual;Simulation
858440,Action;Adventure;Indie
858590,Action;Indie;Early Access
858630,Casual;Indie;Simulation;Strategy
858710,Action;Indie
858760,Casual;Indie
858810,Indie;Simulation;Strategy
858820,Action;Adventure;Indie;RPG
858880,Action;Adventure;Indie
858940,Casual
859150,Adventure;RPG
859340,Adventure;Indie
859440,Action;Indie;Strategy
859570,Action;Adventure;Indie
859580,Simulation;Strategy
859680,Action;Casual;Indie;RPG
859700,Action;Casual;Indie
859990,Action;Casual;Indie;Strategy;Early Access
8600,Racing
860090,Casual;Indie;Simulation
860260,Action;Indie
860340,Action;Casual;Simulation
860350,Action;Casual;Simulation
860440,Adventure;Casual;Indie;Simulation
860510,Adventure
860620,Action;Adventure;Indie;Simulation
860650,Adventure;Casual;Indie
860890,Indie;Simulation;Strategy
860900,Action;Indie
860910,Action;Casual;Indie
860950,Action;Indie
861050,Action;Adventure;Free To Play;Indie;Massively Multiplayer
861250,Action;Indie
861270,Casual;Indie;Strategy
861330,Indie;RPG;Sports;Strategy
857570,
861350,
861410,
861540,
861650,
861720,Action;Casual;Simulation;Strategy
861760,Sexual Content;Nudity;Adventure;Indie
861930,Casual;Free To Play;Indie
861740,Action;Casual;Simulation;Strategy
862280,Action;Adventure;Indie;Simulation
862300,Adventure;Casual;Indie
862440,Adventure;Casual;Indie;Simulation;Strategy;Free To Play
862480,Adventure;Indie
862570,Action;Casual;Indie
862690,Adventure;Casual;Free To Play;Indie
862990,Action;Adventure;Indie;RPG;Simulation;Early Access
863420,Adventure;Indie;Massively Multiplayer;RPG;Strategy
863460,Action;Indie;Simulation;Strategy
863490,Adventure;Casual;Indie
863560,Free To Play
863570,Adventure;Casual;RPG;Simulation;Strategy
863590,Action;Adventure;Indie;RPG
863900,Adventure;Casual;Indie;RPG;Simulation
864060,Action;Casual;Indie;Racing
864100,Adventure;Indie
864160,Action;Adventure;Indie;Simulation
864430,Action;Indie
864550,Adventure;Casual;Indie;RPG
864680,Indie;Simulation
864700,Action;Adventure;Indie;Simulation
862120,
865040,Action;Casual;Indie
865090,Action;Indie
865160,Casual;Strategy
865270,Indie
865360,Adventure;Casual;Indie
865540,Casual;Indie;Simulation
865570,Adventure;Casual;Indie;RPG;Free To Play;Early Access
865610,Adventure;Indie
865680,Action;Adventure
865720,Adventure;Indie;RPG
865820,Adventure
865830,Adventure
865880,Adventure;Indie;RPG;Free To Play
865930,Action;Casual;Indie;RPG;Simulation
865940,Action
865980,Action;Adventure;Casual;Indie
866140,Adventure;Indie
866190,Adventure;Indie
866310,Adventure;Casual;Indie
866420,Action;Casual;Indie
866440,Adventure;Casual;Free To Play;Indie
866510,Adventure;Casual;Indie
866520,Action;Adventure;Casual
866540,Adventure;Indie;RPG;Free To Play
866710,Adventure;Casual
864940,
866800,Adventure
867010,Action;Indie
867050,Adventure;Casual
867120,Indie;RPG
867210,Adventure;RPG;Strategy
867290,Adventure;Casual;RPG;Simulation;Strategy
867380,Indie
867400,Action;Massively Multiplayer
867490,Indie;RPG
867700,Casual
867960,Action;Indie
868020,Adventure
868150,Casual;Indie;Early Access
868190,Casual;Indie
868230,Casual;Indie
868320,Sexual Content;Nudity;Violent;Gore;Free To Play;RPG
868360,Indie;Simulation;Strategy
868370,Adventure;Indie;RPG
868380,Casual;Indie;Simulation
868410,Strategy
868490,Violent;Short
868520,Action;Adventure
868550,Indie
868770,Adventure;Indie
868890,Action;Casual;Indie
868970,Casual;Indie;Simulation
868980,Action;Casual;Indie
869060,Indie;Simulation;Sports;Strategy
869480,Action;Indie;Free To Play
869760,Adventure;Indie;RPG
869840,Adventure;Indie;RPG
869880,Adventure;Casual;Indie
870110,Adventure;Casual;Indie;RPG;Simulation;Strategy
870180,Casual;Indie;Strategy
870200,Indie;Simulation
870290,Nudity;Gore;Adventure;Casual;Indie
870450,Adventure;Indie
870780,Action;Adventure
870820,Animation & Modeling;Video Production
871170,Animation & Modeling
871420,Action;Adventure;Indie;RPG
871530,Indie;Simulation;Strategy
871720,Action;Free To Play;Indie
871810,Indie
871870,Adventure;Casual;Indie
871930,Indie;Simulation;Strategy
871950,Action;Adventure;Casual;Indie
871980,RPG
872090,Casual;Indie
872130,Action;Casual;Indie
872200,Action;Free To Play
872410,Simulation
872570,Massively Multiplayer;Strategy;Free To Play
872670,Action;Indie;Massively Multiplayer;Strategy;Early Access
872680,Indie;RPG;Simulation;Strategy
872750,Adventure;Indie
872790,Simulation;Sports
872820,Simulation;Sports
873180,Adventure;Casual;Indie;RPG
873190,Simulation
873200,Action;Adventure;Indie
867730,
873220,Action;Indie;Simulation;Strategy
873230,Adventure;Casual;Free To Play;RPG
873270,Indie;Racing;Early Access
873320,Casual;Indie;Simulation;Strategy
873490,Casual;Indie;Strategy
873840,Casual;Simulation;Strategy
873890,RPG
873940,Indie;Strategy
873980,Casual;Indie;Strategy
874040,Adventure;Indie
874260,Adventure;Indie;RPG
874390,Action;Adventure;Casual;Indie;Simulation;Strategy
874460,Action;Indie;RPG;Strategy
874650,Casual;Free To Play;Indie
874380,
875210,Action;RPG;Simulation;Strategy
875310,Action;Adventure;Indie
875430,Casual;Indie
875550,Action;Adventure;Casual;Indie
874830,
875760,Action;Indie
875670,Casual;Indie
875800,RPG;Strategy
875830,Adventure;Indie
876160,Casual;Indie;Massively Multiplayer;Simulation;Free To Play
876310,Adventure;Casual;Indie;Sports
876330,Massively Multiplayer;RPG
876650,Adventure;Indie;RPG
876850,Adventure;Casual;Indie;RPG;Strategy
876890,Casual;Indie
876200,
876960,Casual;Indie;Strategy
877010,Action;Adventure;Indie
877080,Indie;Simulation;Strategy
877190,Adventure;Casual;Indie;RPG
877200,Action;Casual;Indie;Simulation
876910,
877280,Utilities
877360,Casual
877800,Action;Adventure;Casual;Indie
877850,Casual;Indie;Simulation;Strategy;Audio Production;Education;Utilities;Early Access
878170,Action;Casual;Indie;Simulation
878280,Casual;Indie
878380,Action;Adventure;Casual;Free To Play;Indie;Massively Multiplayer;RPG;Simulation;Strategy
878520,Adventure;Casual;Strategy
878640,Action;Casual;Indie;Strategy
878670,Action;Adventure
878750,Casual;Indie;RPG;Simulation
8790,Racing;Simulation;Sports
879000,Action;Simulation
879140,Action
879160,Action;Free To Play;Massively Multiplayer
879420,Action;Adventure;Indie
879430,Casual;Indie
879510,Adventure
8800,Strategy
880200,Action;Adventure;Casual;Indie;Racing;RPG;Simulation;Sports;Strategy;Early Access
880220,Action;Adventure;Indie;RPG
880380,Indie;Simulation;Sports;Strategy
880400,Adventure;Casual;Indie
880490,Indie;RPG
880510,Adventure;Casual;RPG;Strategy
880550,Casual;Indie
880580,Casual;Indie;Strategy
880750,Indie;Strategy
880780,Casual;Indie;Simulation
880850,Action;Casual;Free To Play;Massively Multiplayer
880940,Action;Casual;Indie
880950,Adventure
880990,Sexual Content;Nudity;Violent;Action;Adventure;Indie
881100,Action;Adventure;Indie;RPG;Simulation
881320,Adventure
881420,RPG;Simulation;Strategy
881510,Action
881560,Adventure;Casual;Simulation
881680,Utilities
881690,Action;Indie
881920,Indie;Simulation
882020,Racing;Simulation;Sports
882100,Strategy
882140,Adventure;Indie;Simulation;Strategy;Early Access
882250,Action;Adventure;Casual;Indie;RPG;Simulation
882640,Adventure;Casual;Indie
882290,Indie;Simulation
882710,
882680,
882790,
882900,
882940,Adventure;RPG;Simulation
882960,Indie;Strategy
883070,Adventure;Indie
883100,Action;Indie
883220,Casual;Indie;Simulation
883130,Indie;Simulation;Sports
883680,Strategy
883360,Adventure;Casual;Indie;Simulation
883780,Casual;Indie;Strategy
883710,Action
883860,Casual;Indie;RPG;Simulation;Free To Play
883970,Casual;Simulation;Strategy
884260,Action;Casual;Indie
884090,Action;Adventure;Casual;Free To Play;Indie;RPG;Strategy
884320,Adventure;Casual;Indie;Simulation
884660,Action;Massively Multiplayer;Free To Play
884990,Action;Adventure;Indie
8850,Action
885140,Adventure;Casual;Indie
885000,Action;Casual;Indie
885150,Action
885380,Simulation
885570,Action;Indie;Simulation;Free To Play;Early Access
885640,Indie;Simulation;Free To Play
885810,Adventure;Casual;Indie;RPG
885940,Indie;RPG
886040,Casual;Indie;Strategy
885970,Strategy
886110,Action;Casual;Indie;Strategy
886060,Action;Casual;Indie;Simulation
886160,Free To Play;RPG;Simulation;Early Access
886250,Casual;Strategy;Free To Play
886470,Casual;Indie
886710,Casual;Indie;RPG;Early Access
886730,Adventure;Casual
886820,RPG
886900,Simulation
886960,Action;Adventure;Indie;RPG
8870,Action
887060,Action;Adventure
887340,Action;Adventure;Casual;Indie
887400,Action;Adventure;Indie
887450,Action;Adventure;Casual;Indie;RPG
887530,Adventure;Indie;RPG
887550,Indie
887570,Simulation;Strategy;Early Access
887720,Action;Adventure;Indie
887800,Indie;Simulation;Sports
887850,Adventure;Casual;Indie
887970,Casual;Free To Play;Indie
888040,Strategy
888090,Casual;Free To Play;Indie
888530,Action;Indie;RPG
888630,Action;Adventure;Casual;Indie
888740,Action;Indie;Simulation
888790,Adventure;Casual;Simulation
888810,Action;Adventure;Indie;Early Access
8890,RPG;Strategy
889080,RPG;Strategy
889480,Adventure;Indie
889510,Action
889600,RPG
889700,Adventure;Casual
